Day,ActivePower,AmbientTemperatue,NacellePosition,ReactivePower,WindDirection,WindSpeed
93.0,24394.619989357307,30.805260179801973,278.5476436105435,31.201306347198013,278.5476436105435,4.36082195639604
94.0,50826.76146249639,32.174563937388044,259.65349798949154,68.76491435627615,259.65349798949154,4.730478920365672
95.0,37306.87995598869,31.985806903500002,277.823359268923,49.630341073671445,277.823359268923,4.348789512721428
96.0,43038.87502465276,33.111927217096785,203.43164891358973,57.3152310361371,203.43164891358973,4.267095523548386
97.0,92095.34344182638,28.766404370675758,189.21455662006798,84.06741965647323,189.21455662006798,5.9845201317820855
98.0,31643.802316042103,25.379035531052633,293.7280701736842,44.395507624736844,293.7280701736842,4.721377884894737
99.0,92095.34344182638,28.766404370675758,189.21455662006798,84.06741965647323,189.21455662006798,5.9845201317820855
100.0,92095.34344182638,28.766404370675758,189.21455662006798,84.06741965647323,189.21455662006798,5.9845201317820855
101.0,92095.34344182638,28.766404370675758,189.21455662006798,84.06741965647323,189.21455662006798,5.9845201317820855
102.0,92095.34344182638,28.766404370675758,189.21455662006798,84.06741965647323,189.21455662006798,5.9845201317820855
103.0,92095.34344182638,28.766404370675758,189.21455662006798,84.06741965647323,189.21455662006798,5.9845201317820855
104.0,92095.34344182638,28.766404370675758,189.21455662006798,84.06741965647323,189.21455662006798,5.9845201317820855
105.0,92095.34344182638,28.766404370675758,189.21455662006798,84.06741965647323,189.21455662006798,5.9845201317820855
106.0,52854.8307461179,33.94834165499999,288.19947957038096,72.02380232952628,288.19947957038096,4.839305148482455
107.0,41592.06031741777,33.42750019565218,284.6494355244882,55.93623849877536,284.6494355244882,4.573389926949276
108.0,18468.552866325463,36.031584855348825,193.54971323499998,21.016255255372087,193.54971323499998,3.5907786766279086
109.0,72663.6858152846,34.21307738571427,192.15761749205126,100.44182806470239,192.15761749205126,5.242601445642858
110.0,66315.03543320089,32.955012958142824,131.8599508402222,90.21791806892143,131.8599508402222,5.203729129928572
111.0,14203.63773477732,36.391845668131864,167.9725577932558,13.843766776285712,167.9725577932558,3.365942316714286
112.0,31274.65661097357,34.45402924525425,143.90396620640348,38.87656461668909,143.90396620640348,3.8503804601596636
113.0,23846.366166901793,34.64467867851066,205.86522282932836,28.285825828702137,205.86522282932836,3.594914570248229
114.0,71231.7418115832,34.022755587,150.8140262258267,98.82304968827499,150.8140262258267,5.2853512376625
115.0,46025.34954106799,34.863691689,213.25497822542056,60.48448937820001,213.25497822542056,4.359364551433332
